No,Provinsi,Nama PTN,Jenjang,Jurusan,Jumlah Peminat ,Daya Tampung (Tahun 2025),Rasio Keketatan,Rata-Rata Rasio,Sepi Peminatan,Rata-Rata Gaji Lulusan,Kualitas Prospek Kerja,Prospek Kerja
178,Jawa Timur,Universitas Brawijaya,S1,Manajemen Sumberdaya Perairan,170,40,0.23529,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti
179,Jawa Timur,Universitas Brawijaya,S1,Budidaya Perairan,115,36,0.31304,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengajar/Guru/Dosen
180,Jawa Timur,Universitas Brawijaya,S1,Teknik pengairan,169,37,0.21893,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Aktuaris
181,Jawa Timur,Universitas Brawijaya,S1,Fisika,115,22,0.1913,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Data
182,Jawa Timur,Universitas Brawijaya,S1,Pemanfaatan Sumberdaya Perikanan,105,35,0.33333,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Manajer Peternakan Modern
183,Jawa Timur,Universitas Brawijaya,S1,Instrumentasi,99,20,0.20202,6.65625,TRUE,"Rp5,500,000",BAGUS,Konsultan Nutrisi Hewan
184,Jawa Timur,Universitas Brawijaya,S1,Pendidikan teknologi Informasi,122,36,0.29508,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Inseminasi Buatan
185,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Fisika,88,68,0.77273,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
186,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Biologi,132,36,0.27273,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Guru/Dosen
187,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Teknik Geomatika,173,26,0.15029,6.65625,TRUE,"Rp6,000,000",BAGUS,Spesialis Konservasi Alam
188,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Teknik Transportasi Laut,116,16,0.13793,6.65625,TRUE,"Rp6,000,000",BAGUS,Analis Laboratorium Bioteknologi
189,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Tek. Sist. Perkapalan ,66,12,0.18182,6.65625,TRUE,"Rp6,000,000",BAGUS,Peneliti
190,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Teknik Telekomunikasi,96,16,0.16667,6.65625,TRUE,"Rp6,000,000",BAGUS,Dosen
191,Jawa Timur,Institut Teknologi Sepuluh Nopember,S1,Sains Analitik dan Instrumentasi Kimia,70,12,0.17143,6.65625,TRUE,"Rp5,500,000",BAGUS,Teknisi Laboratorium
192,Jawa Timur,Institut Teknologi Sepuluh Nopember,D4,Teknologi Rekayasa Konversi Energi,86,23,0.26744,6.65625,TRUE,"Rp5,500,000",BAGUS,Engineer
193,Bali,Universitas Udayana,S1,Teknik Pertanian dan Biosistem,19,21,1.10526,6.65625,TRUE,"Rp5,500,000",BAGUS,Perencanaan Bangunan
194,Bali,Universitas Udayana,S1,Teknologi Industri Pertanian,55,27,0.49091,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Desain Interior
195,Bali,Universitas Udayana,S1,Biologi,48,21,0.4375,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konstruksi
196,Bali,Universitas Udayana,S1,Kimia,45,24,0.53333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
197,Bali,Universitas Udayana,S1,Fisika,27,30,1.11111,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Guru/Dosen
198,Bali,Universitas Udayana,S1,Matematika,55,33,0.6,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Spesialis Konservasi Alam
199,Bali,Universitas Udayana,S1,Peternakan,75,60,0.8,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Analis Laboratorium Bioteknologi
200,Bali,Universitas Udayana,S1,Agroekoteknologi,88,63,0.71591,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Eksplorasi Minyak/Gas
201,Bali,Universitas Udayana,S1,Arsitektur Lanskap,39,12,0.30769,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Mitigasi Bencana
202,Bali,Universitas Udayana,S1,Ilmu Kelautan,69,42,0.6087,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analisis Gempa
203,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan Biologi,50,36,0.72,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti Kelautan
204,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan Kimia,22,24,1.09091,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Konservasi Laut
205,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan Fisika,14,24,1.71429,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Quality Control Seafood
206,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan Teknik Elektro,17,26,1.52941,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Surveyor Tanah
207,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan Teknik Mesin,28,30,1.07143,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Konservasi Lingkungan
208,Bali,Universitas Pendidikan Ganesha,S1,Pendidikan IPA,42,36,0.85714,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti
209,Bali,Universitas Pendidikan Ganesha,S1,Kimia,14,24,1.71429,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,"Instansi Pemerintah (Kementerian LHK, BPN, dll)"
210,Bali,Universitas Pendidikan Ganesha,S1,Matematika,15,24,1.6,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Penyuluh Pertanian
211,Bali,Universitas Pendidikan Ganesha,S1,Biologi,25,24,0.96,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Research dan Development
212,Bali,Universitas Pendidikan Ganesha,S1,Akuakultur,16,36,2.25,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Quality Assurance & Quality Control
213,Bali,Universitas Pendidikan Ganesha,S1,Fisika,6,24,4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,System Analyst
214,Bali,Universitas Pendidikan Ganesha,S1,Geografi,19,48,2.52632,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Dosen
215,Bali,Universitas Pendidikan Ganesha,D4,Teknologi Rekayasa Perangkat Lunak,11,22,2,6.65625,TRUE,"Rp6,000,000",BAGUS,Peneliti
216,Bali,Universitas Pendidikan Ganesha,D4,Bioteknologi Perikanan,4,24,6,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengajar/Guru/Dosen
217,Nusa Tenggara Barat,Universitas Mataran,S1,Fisika,27,12,0.44444,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Industri Manufaktur dan Energi
218,Nusa Tenggara Barat,Universitas Mataran,S1,Kimia,63,12,0.19048,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
219,Nusa Tenggara Barat,Universitas Mataran,S1,Pendidikan Kimia,69,16,0.23188,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengajar/Guru/Dosen
220,Nusa Tenggara Barat,Universitas Mataran,S1,Pendidikan Fisika,62,16,0.25806,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Aktuaris
221,Nusa Tenggara Barat,Universitas Mataran,S1,Budidaya Perairan,65,18,0.27692,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Analis Data
222,Nusa Tenggara Barat,Universitas Mataran,S1,Ilmu Tanah,80,22,0.275,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Pertanian
223,Nusa Tenggara Barat,Universitas Mataran,S1,Ilmu Kelautan,83,20,0.24096,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kebun
224,Nusa Tenggara Barat,Universitas Mataran,D3,Agribisnis Peternakan,25,15,0.6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,BPP
225,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Fisika,22,20,0.90909,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,BKSDA
226,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Kimia,40,23,0.575,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,System Analyst
227,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Pendidikan Fisika,70,28,0.4,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,IT Consultant
228,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Pendidikan Kimia,55,25,0.4545,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Data Analyst
229,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Pendidikan Teknik Bangunan ,20,20,1,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Software Developer
230,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Pendidikan Teknik Mesin,40,17,0.425,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Listrik/Elektronika
231,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Pendidikan Teknik Elektro,36,20,0.5556,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pegawai di PLN atau Sektor Energi
232,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Budidaya Perikanan,47,25,0.5319,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Dosen
233,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Manajemen Sumber Daya Perairan,27,25,0.9259,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,"Statistisi (BPS, Kemenkes, Bappenas)"
234,Nusa Tenggara Timur,Universitas Nusa Cendana,S1,Ilmu Politik,71,39,0.5493,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Data Analyst
235,Nusa Tenggara Timur,Universitas Timor,S1,Agroteknologi,17,36,2.1176,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Risk Analyst
236,Nusa Tenggara Timur,Universitas Timor,S1,Biologi,19,30,1.5789,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Quantitative Analyst
237,Nusa Tenggara Timur,Universitas Timor,S1,Matematika,12,18,1.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Business Intelligence
238,Nusa Tenggara Timur,Universitas Timor,S1,Kimia,13,24,1.8462,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Marketing Analyst
239,Nusa Tenggara Timur,Universitas Timor,S1,Agribisnis,26,39,1.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Product Analyst
240,Nusa Tenggara Timur,Universitas Timor,S1,Peternakan,27,36,1.3333,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Manajer Proyek
241,Kalimantan Barat,Universitas Tanjungpura,S1,Fisika,24,28,1.1667,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Engineer
242,Kalimantan Barat,Universitas Tanjungpura,S1,Kimia ,67,48,0.7164,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Teknis
243,Kalimantan Barat,Universitas Tanjungpura,S1,Biologi,67,24,0.3582,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Wirausaha Teknopreneur
244,Kalimantan Barat,Universitas Tanjungpura,S1,Matematika,60,28,0.4667,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
245,Kalimantan Barat,Universitas Tanjungpura,S1,Pendidikan Fisika,42,24,0.5714,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Dosen
246,Kalimantan Barat,Universitas Tanjungpura,S1,Pendidikan Kimia,74,20,0.2703,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Laboratorium
247,Kalimantan Barat,Universitas Tanjungpura,S1,Geofisika,27,28,1.037,6.65625,TRUE,"Rp6,000,000",BAGUS,Engineer
248,Kalimantan Barat,Universitas Tanjungpura,S1,Ilmu Kelautan,43,28,0.6512,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
249,Kalimantan Barat,Universitas Tanjungpura,S1,Peternakan,45,12,0.2667,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Guru/Dosen
250,Kalimantan Barat,Universitas Tanjungpura,S1,Teknik Kelautan,34,18,0.5294,6.65625,TRUE,"Rp6,000,000",BAGUS,Spesialis Konservasi Alam
251,Kalimantan Barat,Universitas Tanjungpura,S1,Teknik Kimia,35,15,0.4286,6.65625,TRUE,"Rp6,000,000",BAGUS,Analis Laboratorium Bioteknologi
252,Kalimantan Tengah,Universitas Palangka Raya,S1,Kehutanan,120,60,0.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti
253,Kalimantan Tengah,Universitas Palangka Raya,S1,Budidaya Perairan,10,9,0.9,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Guru/Dosen
254,Kalimantan Tengah,Universitas Palangka Raya,S1,Manajemen Sumberdaya Perairan,25,15,0.6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Spesialis Konservasi Alam
255,Kalimantan Tengah,Universitas Palangka Raya,S1,Pendidikan Fisika,15,12,0.8,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Analis Laboratorium Bioteknologi
256,Kalimantan Tengah,Universitas Palangka Raya,S1,Pendidikan Teknik Mesin,30,15,0.5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Manajer Tambak
257,Kalimantan Tengah,Universitas Palangka Raya,S1,Pendidikan Kimia,11,12,1.0909,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Konsultan Budidaya Perairan
258,Kalimantan Tengah,Universitas Palangka Raya,S1,Ilmu Lingkungan,43,15,0.3488,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Akuakultur
259,Kalimantan Tengah,IAIN Palangka Raya,S1,"	Tadris Fisika",82,34,0.4146,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Dosen
260,Kalimantan Tengah,Poltekkes Kemenkes Palangka Raya,D3,"	Keperawatan",70,80,1.1429,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Wirausahawan di Bidang Budidaya Perairan
261,Kalimantan Tengah,IAIN Palangka Raya,S1,Tadris Biologi,65,28,0.4308,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pegawai di Dinas Perikanan
262,Kalimantan Tengah,IAIN Palangka Raya,S1,Tadris Kimia,70,30,0.4286,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti
263,Kalimantan Tengah,IAIN Palangka Raya,S1,Tadris Matematika,60,25,0.4167,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Dosen
264,Kalimantan Tengah,IAIN Palangka Raya,S1,Tadris Bahasa Inggris,55,20,0.3636,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Laboratorium
265,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Kehutanan,227,68,0.2996,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Engineer
266,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Perikanan Tangkap,7,25,3.5714,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti Kelautan
267,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Pendidikan Fisika,30,35,1.1667,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan
268,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Akuakultur,31,25,0.8065,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Konservasi Laut
269,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Pendidikan Kimia,29,30,1.0345,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Quality Control Seafood
270,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Proteksi Tanaman,20,30,1.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Sumber Daya Alam
271,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Fisika,14,30,2.1429,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Energi Terbarukan
272,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Teknologi Hasil Perikanan,10,30,3,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Pembangkit Listrik
273,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Kimia,48,30,0.625,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pekerja di Industri Telekomunikasi
274,Kalimantan Selatan,Universitas Lambung Mangkurat,S1,Pendidikan Seni Pertunjukan,20,30,1.5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Insinyur Jaringan
275,Kalimantan Selatan,Universitas Islam Negeri Antasari,S1,Teknologi Informasi,91,36,0.3956,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Sistem Energi
277,Kalimantan Selatan,Politeknik Negeri Banjarmasin (Poliban),D3,Teknik Bangunan Rawa,18,30,1.6667,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Proyek Infrastruktur
278,Kalimantan Selatan,Politeknik Negeri Banjarmasin (Poliban),D3,Teknologi Rekayasa Konstruksi Jalan dan Jembatan,40,30,0.75,6.65625,TRUE,"Rp5,500,000",BAGUS,Pengawas Keamanan Infrastruktur
279,Kalimantan Selatan,Politeknik Negeri Banjarmasin (Poliban),D3,Teknologi Rekayasa Pembangkit Energi,20,30,1.5,6.65625,TRUE,"Rp5,500,000",BAGUS,Analis Lingkungan
280,Kalimantan Selatan,Politeknik Negeri Banjarmasin (Poliban),D4,Sistem Informasi Kota Cerdas,70,30,0.4286,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Energi Terbarukan
282,Kalimantan Timur,Universitas Mulawarman (UNMUL),S1,Statistika,96,39,0.4063,6.65625,TRUE,"Rp5,500,000",BAGUS,Peneliti Sumber Daya Alam
283,Kalimantan Timur,Universitas Mulawarman (UNMUL),S1,Biologi,57,40,0.70175,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Konstruksi
284,Kalimantan Timur,Universitas Mulawarman (UNMUL),S1,Kimia,50,40,0.8,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Spesialis Pengelolaan Air
285,Kalimantan Timur,Universitas Mulawarman (UNMUL),S1,Fisika,45,40,0.8889,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Ahli Pengelolaan Sampah
286,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknik Perkapalan,42,48,1.1429,6.65625,TRUE,"Rp6,000,000",BAGUS,Pekerja di Industri Pengolahan Limbah
287,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknik Kimia,111,55,0.4955,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Proyek Konstruksi
288,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknik Lingkungan,121,45,0.3719,6.65625,TRUE,"Rp5,500,000",BAGUS,Teknisi Sistem Otomasi
289,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknik Logistik,41,43,1.0488,6.65625,TRUE,"Rp5,500,000",BAGUS,Manajer Proyek Infrastruktur
290,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknik Material dan Metalurgi,77,41,0.5325,6.65625,TRUE,"Rp6,000,000",BAGUS,Peneliti Bencana Alam
291,Kalimantan Timur,Institut Teknologi Kalimantan (ITK),S1,Teknologi Pangan,48,36,0.75,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pekerja di Lembaga Pemerintah
292,Kalimantan Utara,Universitas Borneo Tarakan (UBT),S1,Teknik Elektro,74,32,0.4324,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Kebijakan Energi
293,Kalimantan Utara,Universitas Borneo Tarakan (UBT),S1,Agroteknologi,64,32,0.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Ahli Mitigasi Bencana
294,Kalimantan Utara,Universitas Borneo Tarakan (UBT),S1,Manajemen Sumber Daya Perairan,48,32,0.6667,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengawas Kualitas Lingkungan
295,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Teknik Mesin,73,43,0.589,6.65625,TRUE,"Rp6,000,000",BAGUS,Pengelola Sumber Daya Alam
296,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Teknik Elektro,89,58,0.6517,6.65625,TRUE,"Rp6,000,000",BAGUS,Dosen atau Pengajar
297,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Arsitektur,95,60,0.6316,6.65625,TRUE,"Rp6,000,000",BAGUS,Analis Data Geospasial
298,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Fisika,44,75,1.7045,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Konsultan Geologi
299,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Kimia,40,75,1.875,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Manajer Lingkungan
300,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Biologi,65,60,0.923,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Instrumentasi
301,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Pendidikan Fisika,44,75,1.705,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Lingkungan
302,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Pendidikan Kimia,40,75,1.875,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Perkotaan
303,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Fisika,16,20,1.25,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Sumber Daya Alam
304,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Matematika,14,17,1.2143,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Pertanian
305,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Pendidikan Fisika,14,14,1,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Konsultan Pengelolaan Air
306,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Budidaya Perairan,16,16,1,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti Ekosistem Laut
307,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Matematika,131,60,0.458,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Hutan
308,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Fisika,67,63,0.9403,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengawas Kesehatan Lingkungan
309,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Kimia,190,66,0.3474,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kawasan Ekosistem
310,Sulawesi Selatan,Universitas Negeri Makassar (UNM),S1,Fisika,44,15,0.3409,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kehutanan
311,Sulawesi Selatan,Universitas Negeri Makassar (UNM),S1,Biologi,174,45,0.2586,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Penyuluh Pertanian dan Kehutanan
312,Sulawesi Tenggara,Universitas Halu Oleo,S1,Oseanografi,45,95,2.1111,6.65625,TRUE,"Rp5,500,000",BAGUS,Konsultan Hutan dan Kehutanan
313,Sulawesi Tenggara,Universitas Halu Oleo,S1,Perikanan Tangkap,2,12,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Ekowisata
314,Sulawesi Tenggara,Universitas Halu Oleo,S1,Pendidikan Vokasional Teknik,2,18,9,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Manajer Peneliti Kebijakan Lingkungan
315,Sulawesi Tenggara,Universitas Halu Oleo,S1,Teknologi Hasil Perikanan,5,12,2.4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Perubahan Iklim
316,Sulawesi Tenggara,Universitas Halu Oleo,S1,Ilmu Kelautan,11,18,1.636,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Pengelolaan Keanekaragaman Hayati
317,Sulawesi Tenggara,Universitas Halu Oleo,S1,Proteksi Tanaman,11,18,1.636,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Pengelolaan Ekosistem
318,Sulawesi Tenggara,Universitas Halu Oleo,S1,Manajemen Sumberdaya Perairan,12,18,1.5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Spesialis Pengelolaan Kawasan Alam
319,Sulawesi Tenggara,Universitas Halu Oleo,S1,Oseanografi,12,18,1.5,6.65625,TRUE,"Rp5,500,000",BAGUS,Manajer Proyek Konstruksi Berkelanjutan
320,Sulawesi Tenggara,Universitas Halu Oleo,S1,Budidaya Perairan,13,18,1.3846,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Ekosistem Pesisir
321,Sulawesi Tenggara,Universitas Halu Oleo,S1,Teknik Kelautan,18,30,1.6667,6.65625,TRUE,"Rp6,000,000",BAGUS,Pekerja di Industri Pengelolaan Sumber Daya Alam
322,Sulawesi Tenggara,Universitas Sembilanbelas November (USN) Kolaka,S1,Pendidikan Fisika,5,20,4,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Spesialis Manajemen Risiko Alam
323,Maluku,Universitas Pattimura,S1,Tek. Hasil Pertanian,4,12,3,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Teknologi Lingkungan
324,Maluku,Universitas Pattimura,S1,Peternakan,2,12,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Analis Data Perubahan Iklim
325,Maluku,Universitas Pattimura,S1,Manajemen Sumber Peraian,4,24,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Lingkungan dan Energi
326,Maluku,Universitas Pattimura,S1,Budidaya Perairan,3,20,6.667,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Dosen di Bidang Sumber Daya Alam
327,Maluku,Universitas Pattimura,S1,Tek.Hasil Perikanan,2,32,16,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Perubahan Iklim dan Kehutanan
328,Maluku,Universitas Pattimura,S1,pemanfataan SD Perikanan,8,40,5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Hutan Lindung
329,Maluku,Universitas Pattimura,S1,Fisika,6,20,3.333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Infrastruktur Hijau
332,Maluku,Universitas Pattimura,S1,Teknik Transportasi Laut,6,19,3.167,6.65625,TRUE,"Rp6,000,000",BAGUS,Spesialis Analisis Sumber Daya Alam
333,Maluku,Universitas Pattimura,S1,Teknik Kimia,5,16,3.2,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Kualitas Udara
334,Maluku,Universitas Pattimura,S1,Ilmu Lingkungan,1,8,8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Sistem Pengolahan Limbah
335,Maluku,Universitas Pattimura,S1,Pengelola Hutan,1,8,8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Teknisi Energi Terbarukan dan Efisiensi Energi
339,Maluku,Politeknik Negeri Ambon,S1,Manajemen Proyek Konstruksi,19,36,1.895,6.65625,TRUE,"Rp6,000,000",BAGUS,Manajer Pembangunan Berkelanjutan
340,Maluku,Politeknik Negeri Ambon,S1,Teknik Konstruksi Jalan dan Jembatan,19,36,1.895,6.65625,TRUE,"Rp5,500,000",BAGUS,Konsultan Pengelolaan Bencana Alam
